Id_object;Anim;Real_X;Real_Y;Width;Height
654;86;-13;-66;25;75
654;87;-13;-66;25;75
654;88;-29;-66;41;75
654;89;-39;-66;51;75
654;90;-38;-66;50;75
654;91;-38;-66;50;75
654;92;-36;-66;48;75
654;93;-33;-66;45;75
654;94;-28;-66;40;75
654;95;-39;-66;51;75
654;96;-10;-69;35;78
654;97;-11;-69;36;78
654;98;-10;-69;35;78
654;99;-8;-69;33;78
654;100;-8;-69;33;78
654;101;-8;-69;33;78
654;102;-8;-69;33;78
654;103;-8;-69;33;78
654;104;-14;-69;39;78
654;105;-34;-69;59;78
654;106;-34;-69;59;78
654;107;-33;-69;58;78
654;108;-30;-69;55;78
654;109;-25;-69;50;78
654;110;-19;-69;44;78
654;111;-34;-69;59;78
654;112;-8;-69;40;77
654;113;-8;-69;40;77
654;114;-9;-69;41;77
654;115;-9;-69;41;77
654;116;-9;-69;41;77
654;117;-9;-69;41;77
654;118;-9;-69;41;77
654;119;-9;-69;41;77
654;120;-10;-69;42;77
654;121;-9;-69;41;77
654;122;-11;-69;43;77
654;123;-9;-69;41;77
654;124;-9;-69;41;77
654;125;-9;-69;41;77
654;126;-9;-69;41;77
654;127;-11;-69;43;77
655;0;-8;-43;44;52
655;1;-8;-43;44;52
655;2;-8;-43;44;52
655;3;-8;-43;44;52
655;4;-7;-43;43;52
655;5;-7;-43;43;52
655;6;-7;-43;43;52
655;7;-7;-43;43;52
655;8;-8;-43;44;52
655;9;-12;-43;48;52
655;10;-13;-43;49;52
655;11;-12;-43;48;52
655;12;-11;-43;47;52
655;13;-10;-43;46;52
655;14;-9;-43;45;52
655;15;-13;-43;49;52
655;16;-6;-42;39;51
655;17;-6;-42;39;51
655;18;-7;-42;40;51
655;19;-7;-42;40;51
655;20;-8;-42;41;51
655;21;-8;-42;41;51
655;22;-8;-42;41;51
655;23;-8;-42;41;51
655;24;-5;-42;38;51
655;25;-5;-42;38;51
655;26;-6;-42;39;51
655;27;-5;-42;38;51
655;28;-6;-42;39;51
655;29;-6;-42;39;51
655;30;-6;-42;39;51
655;31;-8;-42;41;51
655;32;-9;-43;42;53
655;33;-11;-43;44;53
655;34;-13;-43;46;53
655;35;-16;-43;49;53
655;36;-18;-43;51;53
655;37;-20;-43;53;53
655;38;-21;-43;54;53
655;39;-21;-43;54;53
655;40;-7;-43;40;53
655;41;-7;-43;40;53
655;42;-7;-43;40;53
655;43;-7;-43;40;53
655;44;-7;-43;40;53
655;45;-7;-43;40;53
655;46;-7;-43;40;53
655;47;-21;-43;54;53
655;48;-17;-46;35;55
655;49;-21;-46;39;55
655;50;-24;-46;42;55
655;51;-26;-46;44;55
655;52;-26;-46;44;55
655;53;-26;-46;44;55
655;54;-25;-46;43;55
655;55;-25;-46;43;55
655;56;-19;-46;37;55
655;57;-7;-46;25;55
655;58;-7;-46;25;55
655;59;-7;-46;25;55
655;60;-7;-46;25;55
655;61;-9;-46;27;55
655;62;-12;-46;30;55
655;63;-26;-46;44;55
655;64;-20;-54;36;64
655;65;-22;-54;38;64
655;66;-24;-54;40;64
655;67;-25;-54;41;64
655;68;-24;-54;40;64
655;69;-21;-54;37;64
655;70;-19;-54;35;64
655;71;-19;-54;35;64
655;72;-31;-54;47;64
655;73;-15;-54;31;64
655;74;-15;-54;31;64
655;75;-18;-54;34;64
655;76;-19;-54;35;64
655;77;-20;-54;36;64
655;78;-19;-54;35;64
655;79;-31;-54;47;64
655;80;-14;-57;27;69
655;81;-14;-57;27;69
655;82;-13;-57;26;69
655;83;-13;-57;26;69
655;84;-13;-57;26;69
655;85;-12;-57;25;69
655;86;-11;-57;24;69
655;87;-10;-57;23;69
655;88;-27;-57;40;69
655;89;-29;-57;42;69
655;90;-28;-57;41;69
655;91;-26;-57;39;69
655;92;-25;-57;38;69
655;93;-22;-57;35;69
655;94;-18;-57;31;69
655;95;-29;-57;42;69
655;96;-10;-54;38;63
655;97;-11;-54;39;63
655;98;-12;-54;40;63
655;99;-11;-54;39;63
655;100;-9;-54;37;63
655;101;-9;-54;37;63
655;102;-10;-54;38;63
655;103;-10;-54;38;63
655;104;-11;-54;39;63
655;105;-28;-54;56;63
655;106;-26;-54;54;63
655;107;-23;-54;51;63
655;108;-19;-54;47;63
655;109;-14;-54;42;63
655;110;-9;-54;37;63
655;111;-28;-54;56;63
655;112;-11;-46;43;54
655;113;-9;-46;41;54
655;114;-9;-46;41;54
655;115;-9;-46;41;54
655;116;-9;-46;41;54
655;117;-9;-46;41;54
655;118;-9;-46;41;54
655;119;-9;-46;41;54
655;120;-9;-46;41;54
655;121;-13;-46;45;54
655;122;-13;-46;45;54
655;123;-13;-46;45;54
655;124;-13;-46;45;54
655;125;-12;-46;44;54
655;126;-12;-46;44;54
655;127;-13;-46;45;54
656;0;-15;-65;42;80
656;1;-12;-65;39;80
656;2;-11;-65;38;80
656;3;-12;-65;39;80
656;4;-12;-65;39;80
656;5;-11;-65;38;80
656;6;-11;-65;38;80
656;7;-15;-65;42;80
656;8;-14;-63;44;76
656;9;-10;-63;40;76
656;10;-8;-63;38;76
656;11;-12;-63;42;76
656;12;-13;-63;43;76
656;13;-11;-63;41;76
656;14;-8;-63;38;76
656;15;-14;-63;44;76
656;16;-12;-62;55;79
656;17;-11;-62;54;79
656;18;-11;-62;54;79
656;19;-14;-62;57;79
656;20;-15;-62;58;79
656;21;-13;-62;56;79
656;22;-11;-62;54;79
656;23;-16;-62;59;79
656;24;-18;-61;54;78
656;25;-20;-61;56;78
656;26;-22;-61;58;78
656;27;-23;-61;59;78
656;28;-23;-61;59;78
656;29;-23;-61;59;78
656;30;-21;-61;57;78
656;31;-23;-61;59;78
656;32;-18;-63;36;80
656;33;-18;-63;36;80
656;34;-21;-63;39;80
656;35;-23;-63;41;80
656;36;-24;-63;42;80
656;37;-22;-63;40;80
656;38;-20;-63;38;80
656;39;-24;-63;42;80
656;40;-23;-64;37;77
656;41;-21;-64;35;77
656;42;-19;-64;33;77
656;43;-18;-64;32;77
656;44;-19;-64;33;77
656;45;-19;-64;33;77
656;46;-20;-64;34;77
656;47;-23;-64;37;77
656;48;-36;-64;54;79
656;49;-35;-64;53;79
656;50;-35;-64;53;79
656;51;-34;-64;52;79
656;52;-34;-64;52;79
656;53;-34;-64;52;79
656;54;-35;-64;53;79
656;55;-36;-64;54;79
656;56;-27;-62;54;77
656;57;-29;-62;56;77
656;58;-30;-62;57;77
656;59;-30;-62;57;77
656;60;-30;-62;57;77
656;61;-30;-62;57;77
656;62;-29;-62;56;77
656;63;-30;-62;57;77
657;0;-9;-46;28;72
657;1;-12;-46;31;72
657;2;-15;-46;34;72
657;3;-18;-46;37;72
657;4;-22;-46;41;72
657;5;-26;-46;45;72
657;6;-29;-46;48;72
657;7;-33;-46;52;72
657;8;-34;-46;53;72
657;9;-35;-46;54;72
657;10;-35;-46;54;72
657;11;-35;-46;54;72
657;12;-35;-46;54;72
657;13;-35;-46;54;72
657;14;-35;-46;54;72
657;15;-36;-46;55;72
657;16;-5;-45;26;67
657;17;-9;-45;30;67
657;18;-14;-45;35;67
657;19;-19;-45;40;67
657;20;-26;-45;47;67
657;21;-32;-45;53;67
657;22;-39;-45;60;67
657;23;-43;-45;64;67
657;24;-46;-45;67;67
657;25;-47;-45;68;67
657;26;-47;-45;68;67
657;27;-47;-45;68;67
657;28;-47;-45;68;67
657;29;-47;-45;68;67
657;30;-47;-45;68;67
657;31;-47;-45;68;67
657;32;-8;-45;23;58
657;33;-11;-45;26;58
657;34;-14;-45;29;58
657;35;-18;-45;33;58
657;36;-22;-45;37;58
657;37;-26;-45;41;58
657;38;-31;-45;46;58
657;39;-34;-45;49;58
657;40;-36;-45;51;58
657;41;-37;-45;52;58
657;42;-38;-45;53;58
657;43;-37;-45;52;58
657;44;-38;-45;53;58
657;45;-38;-45;53;58
657;46;-38;-45;53;58
657;47;-38;-45;53;58
657;48;-11;-49;29;61
657;49;-11;-49;29;61
657;50;-11;-49;29;61
657;51;-13;-49;31;61
657;52;-15;-49;33;61
657;53;-18;-49;36;61
657;54;-20;-49;38;61
657;55;-22;-49;40;61
657;56;-24;-49;42;61
657;57;-27;-49;45;61
657;58;-28;-49;46;61
657;59;-28;-49;46;61
657;60;-28;-49;46;61
657;61;-28;-49;46;61
657;62;-28;-49;46;61
657;63;-28;-49;46;61
657;64;-14;-46;49;59
657;65;-14;-46;49;59
657;66;-14;-46;49;59
657;67;-13;-46;48;59
657;68;-12;-46;47;59
657;69;-11;-46;46;59
657;70;-9;-46;44;59
657;71;-7;-46;42;59
657;72;-8;-46;43;59
657;73;-10;-46;45;59
657;74;-11;-46;46;59
657;75;-11;-46;46;59
657;76;-11;-46;46;59
657;77;-11;-46;46;59
657;78;-11;-46;46;59
657;79;-14;-46;49;59
657;80;-16;-46;64;62
657;81;-13;-46;61;62
657;82;-10;-46;58;62
657;83;-7;-46;55;62
657;84;-5;-46;53;62
657;85;-5;-46;53;62
657;86;-4;-46;52;62
657;87;-3;-46;51;62
657;88;-3;-46;51;62
657;89;-3;-46;51;62
657;90;-3;-46;51;62
657;91;-4;-46;52;62
657;92;-5;-46;53;62
657;93;-6;-46;54;62
657;94;-5;-46;53;62
657;95;-16;-46;64;62
657;96;-11;-46;50;72
657;97;-9;-46;48;72
657;98;-9;-46;48;72
657;99;-9;-46;48;72
657;100;-9;-46;48;72
657;101;-8;-46;47;72
657;102;-7;-46;46;72
657;103;-7;-46;46;72
657;104;-7;-46;46;72
657;105;-7;-46;46;72
657;106;-7;-46;46;72
657;107;-8;-46;47;72
657;108;-9;-46;48;72
657;109;-9;-46;48;72
657;110;-7;-46;46;72
657;111;-11;-46;50;72
657;112;-11;-47;38;76
657;113;-11;-47;38;76
657;114;-12;-47;39;76
657;115;-12;-47;39;76
657;116;-13;-47;40;76
657;117;-14;-47;41;76
657;118;-14;-47;41;76
657;119;-15;-47;42;76
657;120;-16;-47;43;76
657;121;-17;-47;44;76
657;122;-17;-47;44;76
657;123;-17;-47;44;76
657;124;-17;-47;44;76
657;125;-17;-47;44;76
657;126;-17;-47;44;76
657;127;-18;-47;45;76
658;0;-10;-43;34;54
658;1;-9;-43;33;54
658;2;-10;-43;34;54
658;3;-10;-43;34;54
658;4;-10;-43;34;54
658;5;-9;-43;33;54
658;6;-10;-43;34;54
658;7;-12;-43;36;54
658;8;-7;-42;29;52
658;9;-6;-42;28;52
658;10;-7;-42;29;52
658;11;-10;-42;32;52
658;12;-9;-42;31;52
658;13;-6;-42;28;52
658;14;-7;-42;29;52
658;15;-10;-42;32;52
658;16;-8;-42;24;54
658;17;-7;-42;23;54
658;18;-9;-42;25;54
658;19;-11;-42;27;54
658;20;-10;-42;26;54
658;21;-8;-42;24;54
658;22;-9;-42;25;54
658;23;-11;-42;27;54
658;24;-14;-42;29;55
658;25;-13;-42;28;55
658;26;-13;-42;28;55
658;27;-13;-42;28;55
658;28;-13;-42;28;55
658;29;-14;-42;29;55
658;30;-14;-42;29;55
658;31;-14;-42;29;55
658;32;-18;-42;32;55
658;33;-19;-42;33;55
658;34;-20;-42;34;55
658;35;-20;-42;34;55
658;36;-20;-42;34;55
658;37;-19;-42;33;55
658;38;-17;-42;31;55
658;39;-20;-42;34;55
658;40;-14;-42;25;52
658;41;-16;-42;27;52
658;42;-18;-42;29;52
658;43;-19;-42;30;52
658;44;-18;-42;29;52
658;45;-16;-42;27;52
658;46;-13;-42;24;52
658;47;-19;-42;30;52
658;48;-11;-42;24;53
658;49;-11;-42;24;53
658;50;-12;-42;25;53
658;51;-14;-42;27;53
658;52;-13;-42;26;53
658;53;-10;-42;23;53
658;54;-12;-42;25;53
658;55;-15;-42;28;53
658;56;-12;-43;30;53
658;57;-12;-43;30;53
658;58;-12;-43;30;53
658;59;-12;-43;30;53
658;60;-12;-43;30;53
658;61;-12;-43;30;53
658;62;-12;-43;30;53
658;63;-12;-43;30;53
659;0;-6;-48;35;54
659;1;-6;-48;35;54
659;2;-6;-48;35;54
659;3;-6;-48;35;54
659;4;-9;-48;38;54
659;5;-6;-48;35;54
659;6;-6;-48;35;54
659;7;-9;-48;38;54
659;8;-4;-47;33;55
659;9;-4;-47;33;55
659;10;-4;-47;33;55
659;11;-4;-47;33;55
659;12;-4;-47;33;55
659;13;-4;-47;33;55
659;14;-4;-47;33;55
659;15;-4;-47;33;55
659;16;-8;-47;32;56
659;17;-7;-47;31;56
659;18;-8;-47;32;56
659;19;-7;-47;31;56
659;20;-6;-47;30;56
659;21;-6;-47;30;56
659;22;-7;-47;31;56
659;23;-8;-47;32;56
659;24;-8;-47;28;55
659;25;-9;-47;29;55
659;26;-16;-47;36;55
659;27;-11;-47;31;55
659;28;-7;-47;27;55
659;29;-7;-47;27;55
659;30;-8;-47;28;55
659;31;-16;-47;36;55
659;32;-15;-47;28;56
659;33;-21;-47;34;56
659;34;-24;-47;37;56
659;35;-14;-47;27;56
659;36;-9;-47;22;56
659;37;-8;-47;21;56
659;38;-10;-47;23;56
659;39;-24;-47;37;56
659;40;-18;-48;28;55
659;41;-24;-48;34;55
659;42;-24;-48;34;55
659;43;-18;-48;28;55
659;44;-7;-48;17;55
659;45;-10;-48;20;55
659;46;-16;-48;26;55
659;47;-24;-48;34;55
659;48;-9;-48;22;55
659;49;-13;-48;26;55
659;50;-10;-48;23;55
659;51;-19;-48;32;55
659;52;-14;-48;27;55
659;53;-16;-48;29;55
659;54;-15;-48;28;55
659;55;-19;-48;32;55
659;56;-8;-49;28;55
659;57;-8;-49;28;55
659;58;-8;-49;28;55
659;59;-9;-49;29;55
659;60;-16;-49;36;55
659;61;-15;-49;35;55
659;62;-8;-49;28;55
659;63;-16;-49;36;55
660;0;-18;-84;87;96
660;1;-28;-84;97;96
660;2;-35;-84;104;96
660;3;-34;-84;103;96
660;4;-19;-84;88;96
660;5;-12;-84;81;96
660;6;-11;-84;80;96
660;7;-9;-84;78;96
660;8;-8;-84;77;96
660;9;-8;-84;77;96
660;10;-8;-84;77;96
660;11;-8;-84;77;96
660;12;-8;-84;77;96
660;13;-8;-84;77;96
660;14;-9;-84;78;96
660;15;-35;-84;104;96
660;16;-8;-90;80;103
660;17;-9;-90;81;103
660;18;-15;-90;87;103
660;19;-19;-90;91;103
660;20;-17;-90;89;103
660;21;-17;-90;89;103
660;22;-20;-90;92;103
660;23;-15;-90;87;103
660;24;-5;-90;77;103
660;25;-4;-90;76;103
660;26;-4;-90;76;103
660;27;-4;-90;76;103
660;28;-5;-90;77;103
660;29;-5;-90;77;103
660;30;-7;-90;79;103
660;31;-20;-90;92;103
660;32;-10;-91;77;109
660;33;-8;-91;75;109
660;34;-8;-91;75;109
660;35;-8;-91;75;109
660;36;-8;-91;75;109
660;37;-25;-91;92;109
660;38;-38;-91;105;109
660;39;-42;-91;109;109
660;40;-9;-91;76;109
660;41;-8;-91;75;109
660;42;-8;-91;75;109
660;43;-8;-91;75;109
660;44;-8;-91;75;109
660;45;-8;-91;75;109
660;46;-9;-91;76;109
660;47;-42;-91;109;109
660;48;-18;-86;70;113
660;49;-10;-86;62;113
660;50;-10;-86;62;113
660;51;-10;-86;62;113
660;52;-10;-86;62;113
660;53;-19;-86;71;113
660;54;-36;-86;88;113
660;55;-46;-86;98;113
660;56;-30;-86;82;113
660;57;-11;-86;63;113
660;58;-11;-86;63;113
660;59;-12;-86;64;113
660;60;-15;-86;67;113
660;61;-18;-86;70;113
660;62;-22;-86;74;113
660;63;-46;-86;98;113
660;64;-25;-90;70;118
660;65;-22;-90;67;118
660;66;-18;-90;63;118
660;67;-15;-90;60;118
660;68;-14;-90;59;118
660;69;-17;-90;62;118
660;70;-19;-90;64;118
660;71;-27;-90;72;118
660;72;-62;-90;107;118
660;73;-31;-90;76;118
660;74;-27;-90;72;118
660;75;-26;-90;71;118
660;76;-25;-90;70;118
660;77;-22;-90;67;118
660;78;-24;-90;69;118
660;79;-62;-90;107;118
660;80;-19;-90;49;104
660;81;-25;-90;55;104
660;82;-27;-90;57;104
660;83;-26;-90;56;104
660;84;-25;-90;55;104
660;85;-24;-90;54;104
660;86;-21;-90;51;104
660;87;-20;-90;50;104
660;88;-65;-90;95;104
660;89;-61;-90;91;104
660;90;-58;-90;88;104
660;91;-52;-90;82;104
660;92;-43;-90;73;104
660;93;-33;-90;63;104
660;94;-27;-90;57;104
660;95;-65;-90;95;104
660;96;-36;-85;88;97
660;97;-33;-85;85;97
660;98;-28;-85;80;97
660;99;-26;-85;78;97
660;100;-24;-85;76;97
660;101;-18;-85;70;97
660;102;-12;-85;64;97
660;103;-13;-85;65;97
660;104;-32;-85;84;97
660;105;-63;-85;115;97
660;106;-61;-85;113;97
660;107;-56;-85;108;97
660;108;-50;-85;102;97
660;109;-44;-85;96;97
660;110;-39;-85;91;97
660;111;-63;-85;115;97
660;112;-36;-78;93;88
660;113;-42;-78;99;88
660;114;-43;-78;100;88
660;115;-37;-78;94;88
660;116;-17;-78;74;88
660;117;-14;-78;71;88
660;118;-12;-78;69;88
660;119;-11;-78;68;88
660;120;-12;-78;69;88
660;121;-32;-78;89;88
660;122;-34;-78;91;88
660;123;-32;-78;89;88
660;124;-30;-78;87;88
660;125;-28;-78;85;88
660;126;-28;-78;85;88
660;127;-43;-78;100;88
661;0;-7;-34;32;43
661;1;-8;-34;33;43
661;2;-8;-34;33;43
661;3;-8;-34;33;43
661;4;-9;-34;34;43
661;5;-9;-34;34;43
661;6;-9;-34;34;43
661;7;-9;-34;34;43
661;8;-6;-27;33;36
661;9;-6;-27;33;36
661;10;-6;-27;33;36
661;11;-6;-27;33;36
661;12;-6;-27;33;36
661;13;-6;-27;33;36
661;14;-6;-27;33;36
661;15;-6;-27;33;36
661;16;-7;-27;30;38
661;17;-7;-27;30;38
661;18;-7;-27;30;38
661;19;-7;-27;30;38
661;20;-7;-27;30;38
661;21;-7;-27;30;38
661;22;-7;-27;30;38
661;23;-10;-27;33;38
661;24;-10;-27;22;40
661;25;-10;-27;22;40
661;26;-9;-27;21;40
661;27;-9;-27;21;40
661;28;-11;-27;23;40
661;29;-12;-27;24;40
661;30;-12;-27;24;40
661;31;-13;-27;25;40
661;32;-19;-27;29;39
661;33;-21;-27;31;39
661;34;-21;-27;31;39
661;35;-19;-27;29;39
661;36;-14;-27;24;39
661;37;-13;-27;23;39
661;38;-11;-27;21;39
661;39;-21;-27;31;39
661;40;-23;-33;30;42
661;41;-24;-33;31;42
661;42;-23;-33;30;42
661;43;-21;-33;28;42
661;44;-22;-33;29;42
661;45;-21;-33;28;42
661;46;-20;-33;27;42
661;47;-24;-33;31;42
661;48;-13;-38;24;47
661;49;-13;-38;24;47
661;50;-11;-38;22;47
661;51;-11;-38;22;47
661;52;-17;-38;28;47
661;53;-20;-38;31;47
661;54;-18;-38;29;47
661;55;-20;-38;31;47
661;56;-10;-38;24;45
661;57;-10;-38;24;45
661;58;-10;-38;24;45
661;59;-10;-38;24;45
661;60;-10;-38;24;45
661;61;-10;-38;24;45
661;62;-10;-38;24;45
661;63;-10;-38;24;45
663;0;-7;-33;41;42
663;1;-7;-33;41;42
663;2;-7;-33;41;42
663;3;-7;-33;41;42
663;4;-7;-33;41;42
663;5;-7;-33;41;42
663;6;-7;-33;41;42
663;7;-7;-33;41;42
663;8;-7;-33;41;42
663;9;-10;-33;44;42
663;10;-11;-33;45;42
663;11;-10;-33;44;42
663;12;-9;-33;43;42
663;13;-8;-33;42;42
663;14;-8;-33;42;42
663;15;-11;-33;45;42
663;16;-6;-27;36;37
663;17;-5;-27;35;37
663;18;-5;-27;35;37
663;19;-5;-27;35;37
663;20;-5;-27;35;37
663;21;-10;-27;40;37
663;22;-14;-27;44;37
663;23;-14;-27;44;37
663;24;-5;-27;35;37
663;25;-5;-27;35;37
663;26;-5;-27;35;37
663;27;-5;-27;35;37
663;28;-5;-27;35;37
663;29;-5;-27;35;37
663;30;-6;-27;36;37
663;31;-14;-27;44;37
663;32;-8;-31;36;43
663;33;-7;-31;35;43
663;34;-7;-31;35;43
663;35;-7;-31;35;43
663;36;-13;-31;41;43
663;37;-19;-31;47;43
663;38;-23;-31;51;43
663;39;-25;-31;53;43
663;40;-7;-31;35;43
663;41;-7;-31;35;43
663;42;-7;-31;35;43
663;43;-7;-31;35;43
663;44;-7;-31;35;43
663;45;-7;-31;35;43
663;46;-9;-31;37;43
663;47;-25;-31;53;43
663;48;-11;-39;24;57
663;49;-12;-39;25;57
663;50;-16;-39;29;57
663;51;-19;-39;32;57
663;52;-20;-39;33;57
663;53;-19;-39;32;57
663;54;-20;-39;33;57
663;55;-21;-39;34;57
663;56;-20;-39;33;57
663;57;-8;-39;21;57
663;58;-9;-39;22;57
663;59;-9;-39;22;57
663;60;-10;-39;23;57
663;61;-10;-39;23;57
663;62;-10;-39;23;57
663;63;-21;-39;34;57
663;64;-21;-45;33;62
663;65;-25;-45;37;62
663;66;-25;-45;37;62
663;67;-21;-45;33;62
663;68;-17;-45;29;62
663;69;-17;-45;29;62
663;70;-17;-45;29;62
663;71;-16;-45;28;62
663;72;-29;-45;41;62
663;73;-16;-45;28;62
663;74;-19;-45;31;62
663;75;-19;-45;31;62
663;76;-19;-45;31;62
663;77;-19;-45;31;62
663;78;-18;-45;30;62
663;79;-29;-45;41;62
663;80;-23;-46;42;56
663;81;-24;-46;43;56
663;82;-19;-46;38;56
663;83;-11;-46;30;56
663;84;-10;-46;29;56
663;85;-9;-46;28;56
663;86;-8;-46;27;56
663;87;-8;-46;27;56
663;88;-22;-46;41;56
663;89;-28;-46;47;56
663;90;-28;-46;47;56
663;91;-27;-46;46;56
663;92;-26;-46;45;56
663;93;-25;-46;44;56
663;94;-22;-46;41;56
663;95;-29;-46;48;56
663;96;-12;-47;42;56
663;97;-9;-47;39;56
663;98;-10;-47;40;56
663;99;-9;-47;39;56
663;100;-9;-47;39;56
663;101;-9;-47;39;56
663;102;-9;-47;39;56
663;103;-9;-47;39;56
663;104;-10;-47;40;56
663;105;-27;-47;57;56
663;106;-23;-47;53;56
663;107;-19;-47;49;56
663;108;-17;-47;47;56
663;109;-15;-47;45;56
663;110;-14;-47;44;56
663;111;-28;-47;58;56
663;112;-9;-43;35;50
663;113;-8;-43;34;50
663;114;-8;-43;34;50
663;115;-8;-43;34;50
663;116;-8;-43;34;50
663;117;-8;-43;34;50
663;118;-8;-43;34;50
663;119;-8;-43;34;50
663;120;-8;-43;34;50
663;121;-11;-43;37;50
663;122;-11;-43;37;50
663;123;-11;-43;37;50
663;124;-11;-43;37;50
663;125;-11;-43;37;50
663;126;-10;-43;36;50
663;127;-12;-43;38;50
665;0;-12;-64;42;76
665;1;-12;-64;42;76
665;2;-12;-64;42;76
665;3;-12;-64;42;76
665;4;-12;-64;42;76
665;5;-12;-64;42;76
665;6;-13;-64;43;76
665;7;-13;-64;43;76
665;8;-8;-64;35;77
665;9;-8;-64;35;77
665;10;-8;-64;35;77
665;11;-8;-64;35;77
665;12;-8;-64;35;77
665;13;-9;-64;36;77
665;14;-9;-64;36;77
665;15;-9;-64;36;77
665;16;-12;-63;52;77
665;17;-13;-63;53;77
665;18;-13;-63;53;77
665;19;-13;-63;53;77
665;20;-13;-63;53;77
665;21;-13;-63;53;77
665;22;-13;-63;53;77
665;23;-14;-63;54;77
665;24;-26;-61;61;74
665;25;-26;-61;61;74
665;26;-26;-61;61;74
665;27;-26;-61;61;74
665;28;-26;-61;61;74
665;29;-25;-61;60;74
665;30;-25;-61;60;74
665;31;-26;-61;61;74
665;32;-25;-63;46;77
665;33;-25;-63;46;77
665;34;-25;-63;46;77
665;35;-25;-63;46;77
665;36;-25;-63;46;77
665;37;-25;-63;46;77
665;38;-25;-63;46;77
665;39;-26;-63;47;77
665;40;-22;-64;37;77
665;41;-21;-64;36;77
665;42;-21;-64;36;77
665;43;-20;-64;35;77
665;44;-20;-64;35;77
665;45;-19;-64;34;77
665;46;-19;-64;34;77
665;47;-22;-64;37;77
665;48;-35;-64;55;76
665;49;-35;-64;55;76
665;50;-34;-64;54;76
665;51;-34;-64;54;76
665;52;-34;-64;54;76
665;53;-33;-64;53;76
665;54;-33;-64;53;76
665;55;-35;-64;55;76
665;56;-28;-62;59;72
665;57;-28;-62;59;72
665;58;-28;-62;59;72
665;59;-28;-62;59;72
665;60;-28;-62;59;72
665;61;-29;-62;60;72
665;62;-29;-62;60;72
665;63;-29;-62;60;72
666;0;-9;-43;30;52
666;1;-9;-43;30;52
666;2;-9;-43;30;52
666;3;-9;-43;30;52
666;4;-9;-43;30;52
666;5;-9;-43;30;52
666;6;-9;-43;30;52
666;7;-9;-43;30;52
666;8;-6;-42;24;51
666;9;-6;-42;24;51
666;10;-6;-42;24;51
666;11;-6;-42;24;51
666;12;-6;-42;24;51
666;13;-6;-42;24;51
666;14;-6;-42;24;51
666;15;-6;-42;24;51
666;16;-8;-42;21;52
666;17;-8;-42;21;52
666;18;-8;-42;21;52
666;19;-8;-42;21;52
666;20;-9;-42;22;52
666;21;-9;-42;22;52
666;22;-9;-42;22;52
666;23;-9;-42;22;52
666;24;-13;-43;28;52
666;25;-13;-43;28;52
666;26;-13;-43;28;52
666;27;-13;-43;28;52
666;28;-13;-43;28;52
666;29;-13;-43;28;52
666;30;-13;-43;28;52
666;31;-13;-43;28;52
666;32;-17;-42;31;52
666;33;-17;-42;31;52
666;34;-17;-42;31;52
666;35;-17;-42;31;52
666;36;-17;-42;31;52
666;37;-17;-42;31;52
666;38;-17;-42;31;52
666;39;-17;-42;31;52
666;40;-14;-42;26;51
666;41;-14;-42;26;51
666;42;-14;-42;26;51
666;43;-14;-42;26;51
666;44;-14;-42;26;51
666;45;-14;-42;26;51
666;46;-14;-42;26;51
666;47;-14;-42;26;51
666;48;-9;-42;23;51
666;49;-9;-42;23;51
666;50;-9;-42;23;51
666;51;-9;-42;23;51
666;52;-9;-42;23;51
666;53;-10;-42;24;51
666;54;-10;-42;24;51
666;55;-10;-42;24;51
666;56;-12;-43;29;51
666;57;-12;-43;29;51
666;58;-12;-43;29;51
666;59;-12;-43;29;51
666;60;-12;-43;29;51
666;61;-12;-43;29;51
666;62;-12;-43;29;51
666;63;-12;-43;29;51
667;0;-14;-46;35;59
667;1;-10;-46;31;59
667;2;-10;-46;31;59
667;3;-11;-46;32;59
667;4;-12;-46;33;59
667;5;-11;-46;32;59
667;6;-9;-46;30;59
667;7;-14;-46;35;59
667;8;-14;-45;43;58
667;9;-9;-45;38;58
667;10;-6;-45;35;58
667;11;-13;-45;42;58
667;12;-15;-45;44;58
667;13;-11;-45;40;58
667;14;-5;-45;34;58
667;15;-15;-45;44;58
667;16;-10;-44;30;60
667;17;-9;-44;29;60
667;18;-9;-44;29;60
667;19;-14;-44;34;60
667;20;-15;-44;35;60
667;21;-12;-44;32;60
667;22;-7;-44;27;60
667;23;-15;-44;35;60
667;24;-11;-44;28;60
667;25;-11;-44;28;60
667;26;-10;-44;27;60
667;27;-10;-44;27;60
667;28;-10;-44;27;60
667;29;-10;-44;27;60
667;30;-11;-44;28;60
667;31;-11;-44;28;60
667;32;-17;-44;34;60
667;33;-14;-44;31;60
667;34;-16;-44;33;60
667;35;-17;-44;34;60
667;36;-17;-44;34;60
667;37;-16;-44;33;60
667;38;-15;-44;32;60
667;39;-18;-44;35;60
667;40;-18;-45;32;57
667;41;-16;-45;30;57
667;42;-20;-45;34;57
667;43;-22;-45;36;57
667;44;-22;-45;36;57
667;45;-21;-45;35;57
667;46;-18;-45;32;57
667;47;-22;-45;36;57
667;48;-14;-46;30;61
667;49;-11;-46;27;61
667;50;-12;-46;28;61
667;51;-16;-46;32;61
667;52;-17;-46;33;61
667;53;-15;-46;31;61
667;54;-10;-46;26;61
667;55;-17;-46;33;61
667;56;-10;-46;27;61
667;57;-10;-46;27;61
667;58;-11;-46;28;61
667;59;-11;-46;28;61
